"Campaign name","Ad Set Name",Ads,"Ad name",Objective,Day,Gender,Age,"Delivery status","Delivery level","Attribution setting","Result type",Results,Reach,Frequency,"Cost per result","Amount spent (USD)",Impressions,"CPM (cost per 1,000 impressions)","Link clicks","CPC (cost per link click)","CTR (link click-through rate)","Clicks (all)","CTR (all)","CPC (all)","Landing page views","Content views","Website content views","Checkouts Initiated","Website checkouts initiated","Adds of payment info","Website adds of payment info","Purchase ROAS (return on ad spend)","Website purchase ROAS (return on ad spend)",Purchases,"Website purchases",Objective,"Reporting starts","Reporting ends"
"Dirty A/B testing","Brand + Product Group B",JPWPUnboxing_PQ_V1,JPWPUnboxing_PQ_V1,LINK_CLICKS,2024-12-02,female,55-64,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0,1,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group B",JPWPUnboxing_PQ_V1,JPWPUnboxing_PQ_V1,LINK_CLICKS,2024-12-02,male,55-64,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0,1,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-02,unknown,45-54,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0,1,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group B",JPWPUnboxing_PQ_V1,JPWPUnboxing_PQ_V1,LINK_CLICKS,2024-12-02,female,65+,not_delivering,ad,"7-day click or 1-day view",,,5,1,,0.01,5,2,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-02,unknown,25-34,not_delivering,ad,"7-day click or 1-day view",,,2,1.5,,0,3,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group B",AmitMyHome_PQ_V1,AmitMyHome_PQ_V1,LINK_CLICKS,2024-12-02,male,25-34,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0,1,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-02,female,18-24,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0,1,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group B",AmitMyHome_PQ_V1,AmitMyHome_PQ_V1,LINK_CLICKS,2024-12-02,unknown,55-64,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0.01,1,10,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group B",AmitJPWStudio_PQ_V1,AmitJPWStudio_PQ_V1,LINK_CLICKS,2024-12-02,female,18-24,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0.03,1,30,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group B",AmitOpinion_PQ_V1,AmitOpinion_PQ_V1,LINK_CLICKS,2024-12-02,female,55-64,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0,1,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group A",AmitHomeTreeOfLife_PQ_V1,AmitHomeTreeOfLife_PQ_V1,LINK_CLICKS,2024-12-02,female,45-54,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0.02,1,20,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group A",AmitHomeTreeOfLife_PQ_V1,AmitHomeTreeOfLife_PQ_V1,LINK_CLICKS,2024-12-02,female,55-64,not_delivering,ad,"7-day click or 1-day view",,,1,2,,0.01,2,5,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group A",AmitHomeTreeOfLife_PQ_V1,AmitHomeTreeOfLife_PQ_V1,LINK_CLICKS,2024-12-02,male,55-64,not_delivering,ad,"7-day click or 1-day view",,,2,1,,0.01,2,5,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group A",AmitHomeTreeOfLife_PQ_V1,AmitHomeTreeOfLife_PQ_V1,LINK_CLICKS,2024-12-02,male,65+,not_delivering,ad,"7-day click or 1-day view",,,6,1,,0.02,6,3.33333333,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group A",AmitHomeTreeOfLife_PQ_V1,AmitHomeTreeOfLife_PQ_V1,LINK_CLICKS,2024-12-02,female,65+,not_delivering,ad,"7-day click or 1-day view",,,6,1,,0.11,6,18.33333333,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group B",AmitMyHome_PQ_V1,AmitMyHome_PQ_V1,LINK_CLICKS,2024-12-02,male,55-64,not_delivering,ad,"7-day click or 1-day view",,,3,1,,0.02,3,6.66666667,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group B",JPWPoliWomanBack_PQ_V1,JPWPoliWomanBack_PQ_V1,LINK_CLICKS,2024-12-02,female,55-64,not_delivering,ad,"7-day click or 1-day view",,,2,1,,0,2,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group B",AmitMyHome_PQ_V1,AmitMyHome_PQ_V1,LINK_CLICKS,2024-12-02,male,45-54,not_delivering,ad,"7-day click or 1-day view",,,2,1,,0,2,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group B",AmitMyHome_PQ_V1,AmitMyHome_PQ_V1,LINK_CLICKS,2024-12-02,female,45-54,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0,1,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group B",AmitMyHome_PQ_V1,AmitMyHome_PQ_V1,LINK_CLICKS,2024-12-02,male,65+,not_delivering,ad,"7-day click or 1-day view",,,6,1,,0.09,6,15,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group B",AmitMyHome_PQ_V1,AmitMyHome_PQ_V1,LINK_CLICKS,2024-12-02,female,65+,not_delivering,ad,"7-day click or 1-day view",,,46,1.06521739,,0.46,49,9.3877551,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group B",AmitMyHome_PQ_V1,AmitMyHome_PQ_V1,LINK_CLICKS,2024-12-02,female,35-44,not_delivering,ad,"7-day click or 1-day view",,,2,1,,0,2,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group B",AmitMyHome_PQ_V1,AmitMyHome_PQ_V1,LINK_CLICKS,2024-12-02,female,55-64,not_delivering,ad,"7-day click or 1-day view","Link clicks",3,25,1.04,0.05333333,0.16,26,6.15384615,3,0.05333333,11.53846154,3,11.53846154,0.05333333,3,1,1,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group B",JPWMultipleframes,JPWMultipleframes,LINK_CLICKS,2024-12-02,female,55-64,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0.01,1,10,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group B",JPWPoliWomanBack_PQ_V1,JPWPoliWomanBack_PQ_V1,LINK_CLICKS,2024-12-02,female,65+,not_delivering,ad,"7-day click or 1-day view",,,5,1,,0.04,5,8,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group B",AmitJPWStudio_PQ_V1,AmitJPWStudio_PQ_V1,LINK_CLICKS,2024-12-02,male,35-44,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0.03,1,30,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group A",AmitHomeMini_PQ_V1,AmitHomeMini_PQ_V1,LINK_CLICKS,2024-12-02,male,65+,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0.02,1,20,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group B",AmitJPWStudio_PQ_V1,AmitJPWStudio_PQ_V1,LINK_CLICKS,2024-12-02,unknown,55-64,not_delivering,ad,"7-day click or 1-day view",,,4,1,,0.06,4,15,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",BanersFartoClose,BanersFartoClose,LINK_CLICKS,2024-12-02,female,55-64,not_delivering,ad,"7-day click or 1-day view","Link clicks",2,48,1,0.075,0.15,48,3.125,2,0.075,4.16666667,2,4.16666667,0.075,1,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",BanersFartoClose,BanersFartoClose,LINK_CLICKS,2024-12-02,unknown,65+,not_delivering,ad,"7-day click or 1-day view",,,2,1,,0.04,2,20,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",BanersFartoClose,BanersFartoClose,LINK_CLICKS,2024-12-02,male,55-64,not_delivering,ad,"7-day click or 1-day view",,,5,1,,0.03,5,6,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",BanersFartoClose,BanersFartoClose,LINK_CLICKS,2024-12-02,female,45-54,not_delivering,ad,"7-day click or 1-day view",,,14,1,,0.02,14,1.42857143,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",BanersFartoClose,BanersFartoClose,LINK_CLICKS,2024-12-02,female,35-44,not_delivering,ad,"7-day click or 1-day view",,,3,1.33333333,,0.01,4,2.5,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",BanersFartoClose,BanersFartoClose,LINK_CLICKS,2024-12-02,female,25-34,not_delivering,ad,"7-day click or 1-day view",,,2,1,,0,2,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",BanersFartoClose,BanersFartoClose,LINK_CLICKS,2024-12-02,unknown,45-54,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0.02,1,20,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",BanersFartoClose,BanersFartoClose,LINK_CLICKS,2024-12-02,unknown,55-64,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0.01,1,10,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",BanersFartoClose,BanersFartoClose,LINK_CLICKS,2024-12-02,female,65+,not_delivering,ad,"7-day click or 1-day view","Link clicks",2,92,1.06521739,0.49,0.98,98,10,2,0.49,2.04081633,5,5.10204082,0.196,2,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group A",AmitHomeMini_PQ_V1,AmitHomeMini_PQ_V1,LINK_CLICKS,2024-12-02,female,55-64,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0.01,1,10,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",BanersFartoClose,BanersFartoClose,LINK_CLICKS,2024-12-02,male,45-54,not_delivering,ad,"7-day click or 1-day view","Link clicks",1,4,1,0.02,0.02,4,5,1,0.02,25,2,50,0.01,1,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group A",AmitHomeRealLife_PQ_V1,AmitHomeRealLife_PQ_V1,LINK_CLICKS,2024-12-02,female,45-54,not_delivering,ad,"7-day click or 1-day view",,,2,1,,0.03,2,15,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group A",AmitHomeRealLife_PQ_V1,AmitHomeRealLife_PQ_V1,LINK_CLICKS,2024-12-02,male,45-54,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0,1,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group A",AmitHomeRealLife_PQ_V1,AmitHomeRealLife_PQ_V1,LINK_CLICKS,2024-12-02,male,65+,not_delivering,ad,"7-day click or 1-day view",,,8,1,,0.09,8,11.25,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group A",AmitHomeRealLife_PQ_V1,AmitHomeRealLife_PQ_V1,LINK_CLICKS,2024-12-02,female,65+,not_delivering,ad,"7-day click or 1-day view",,,34,1.05882353,,0.36,36,10,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group A",AmitHomeRealLife_PQ_V1,AmitHomeRealLife_PQ_V1,LINK_CLICKS,2024-12-02,female,55-64,not_delivering,ad,"7-day click or 1-day view","Link clicks",2,9,1.11111111,0.035,0.07,10,7,2,0.035,20,2,20,0.035,1,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group B",AmitJPWStudio_PQ_V1,AmitJPWStudio_PQ_V1,LINK_CLICKS,2024-12-02,male,45-54,not_delivering,ad,"7-day click or 1-day view",,,5,1,,0.04,5,8,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group A",AmitHomeMini_PQ_V1,AmitHomeMini_PQ_V1,LINK_CLICKS,2024-12-02,female,65+,not_delivering,ad,"7-day click or 1-day view","Link clicks",1,5,1,0.03,0.03,5,6,1,0.03,20,2,40,0.015,1,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",BanersFartoClose,BanersFartoClose,LINK_CLICKS,2024-12-02,male,65+,not_delivering,ad,"7-day click or 1-day view",,,14,1,,0.08,14,5.71428571,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",JPWABRanChill_PQ_V1,JPWABRanChill_PQ_V1,LINK_CLICKS,2024-12-02,female,55-64,not_delivering,ad,"7-day click or 1-day view","Link clicks",1,73,1.06849315,0.83,0.83,78,10.64102564,1,0.83,1.28205128,2,2.56410256,0.415,1,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",JPWABRanChill_PQ_V1,JPWABRanChill_PQ_V1,LINK_CLICKS,2024-12-02,male,35-44,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0,1,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group B",AmitJPWStudio_PQ_V1,AmitJPWStudio_PQ_V1,LINK_CLICKS,2024-12-02,unknown,65+,not_delivering,ad,"7-day click or 1-day view",,,7,1,,0.1,7,14.28571429,,,,1,14.28571429,0.1,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group B",AmitJPWStudio_PQ_V1,AmitJPWStudio_PQ_V1,LINK_CLICKS,2024-12-02,male,65+,not_delivering,ad,"7-day click or 1-day view","Link clicks",4,58,1.13793103,0.22,0.88,66,13.33333333,4,0.22,6.06060606,5,7.57575758,0.176,4,1,1,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group B",AmitJPWStudio_PQ_V1,AmitJPWStudio_PQ_V1,LINK_CLICKS,2024-12-02,male,55-64,not_delivering,ad,"7-day click or 1-day view","Link clicks",1,16,1.0625,0.18,0.18,17,10.58823529,1,0.18,5.88235294,1,5.88235294,0.18,1,1,1,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group B",AmitJPWStudio_PQ_V1,AmitJPWStudio_PQ_V1,LINK_CLICKS,2024-12-02,female,55-64,not_delivering,ad,"7-day click or 1-day view","Link clicks",16,278,1.02517986,0.248125,3.97,285,13.92982456,16,0.248125,5.61403509,24,8.42105263,0.16541667,14,15,15,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group B",AmitJPWStudio_PQ_V1,AmitJPWStudio_PQ_V1,LINK_CLICKS,2024-12-02,female,65+,not_delivering,ad,"7-day click or 1-day view","Link clicks",51,655,1.04427481,0.24196078,12.34,684,18.04093567,51,0.24196078,7.45614035,55,8.04093567,0.22436364,47,15,15,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group B",AmitJPWStudio_PQ_V1,AmitJPWStudio_PQ_V1,LINK_CLICKS,2024-12-02,female,35-44,not_delivering,ad,"7-day click or 1-day view","Link clicks",2,11,1,0.095,0.19,11,17.27272727,2,0.095,18.18181818,2,18.18181818,0.095,2,1,1,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group B",AmitJPWStudio_PQ_V1,AmitJPWStudio_PQ_V1,LINK_CLICKS,2024-12-02,female,45-54,not_delivering,ad,"7-day click or 1-day view","Link clicks",2,45,1.08888889,0.305,0.61,49,12.44897959,2,0.305,4.08163265,2,4.08163265,0.305,1,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","HumanCustumer Group B",AmitJPWStudio_PQ_V1,AmitJPWStudio_PQ_V1,LINK_CLICKS,2024-12-02,female,25-34,not_delivering,ad,"7-day click or 1-day view",,,2,1,,0.08,2,40,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",JPWABRanChill_PQ_V1,JPWABRanChill_PQ_V1,LINK_CLICKS,2024-12-02,male,45-54,not_delivering,ad,"7-day click or 1-day view",,,1,2,,0,2,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",JPWABRanChill_PQ_V1,JPWABRanChill_PQ_V1,LINK_CLICKS,2024-12-02,female,65+,not_delivering,ad,"7-day click or 1-day view","Link clicks",7,160,1.0875,0.31428571,2.2,174,12.64367816,7,0.31428571,4.02298851,9,5.17241379,0.24444444,6,3,3,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",JPWABRanChill_PQ_V1,JPWABRanChill_PQ_V1,LINK_CLICKS,2024-12-02,male,25-34,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0,1,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",JPWABRanChill_PQ_V1,JPWABRanChill_PQ_V1,LINK_CLICKS,2024-12-02,female,25-34,not_delivering,ad,"7-day click or 1-day view",,,2,1,,0.04,2,20,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",JPWABRanChill_PQ_V1,JPWABRanChill_PQ_V1,LINK_CLICKS,2024-12-02,female,45-54,not_delivering,ad,"7-day click or 1-day view",,,8,1,,0.09,8,11.25,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",JPWABRanChill_PQ_V1,JPWABRanChill_PQ_V1,LINK_CLICKS,2024-12-02,male,65+,not_delivering,ad,"7-day click or 1-day view","Link clicks",1,14,1.14285714,0.17,0.17,16,10.625,1,0.17,6.25,2,12.5,0.085,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",JPWABRanChill_PQ_V1,JPWABRanChill_PQ_V1,LINK_CLICKS,2024-12-02,male,55-64,not_delivering,ad,"7-day click or 1-day view","Link clicks",2,10,1.1,0.06,0.12,11,10.90909091,2,0.06,18.18181818,2,18.18181818,0.06,2,1,1,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",JPWABRanChill_PQ_V1,JPWABRanChill_PQ_V1,LINK_CLICKS,2024-12-02,female,35-44,not_delivering,ad,"7-day click or 1-day view",,,3,1,,0.02,3,6.66666667,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-01,female,25-34,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0,1,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-01,2024-12-01
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-01,male,35-44,not_delivering,ad,"7-day click or 1-day view",,,2,1,,0,2,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-01,2024-12-01
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-01,male,45-54,not_delivering,ad,"7-day click or 1-day view",,,3,1,,0,3,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-01,2024-12-01
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-01,female,35-44,not_delivering,ad,"7-day click or 1-day view",,,13,1,,0.06,13,4.61538462,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-01,2024-12-01
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-01,male,65+,not_delivering,ad,"7-day click or 1-day view","Link clicks",1,21,1,0.19,0.19,21,9.04761905,1,0.19,4.76190476,1,4.76190476,0.19,,,,,,,,,,,,LINK_CLICKS,2024-12-01,2024-12-01
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-01,female,45-54,not_delivering,ad,"7-day click or 1-day view","Link clicks",1,25,1,0.13,0.13,25,5.2,1,0.13,4,1,4,0.13,,,,,,,,,,,,LINK_CLICKS,2024-12-01,2024-12-01
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-01,female,65+,not_delivering,ad,"7-day click or 1-day view","Link clicks",17,310,1.0516129,0.19058824,3.24,326,9.93865031,17,0.19058824,5.21472393,19,5.82822086,0.17052632,11,3,3,,,,,,,,,LINK_CLICKS,2024-12-01,2024-12-01
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-01,male,55-64,not_delivering,ad,"7-day click or 1-day view","Link clicks",1,15,1.06666667,0.09,0.09,16,5.625,1,0.09,6.25,1,6.25,0.09,1,,,,,,,,,,,LINK_CLICKS,2024-12-01,2024-12-01
"Dirty A/B testing","Brand + Product Group B",JPWPUnboxing_PQ_V1,JPWPUnboxing_PQ_V1,LINK_CLICKS,2024-12-01,female,25-34,not_delivering,ad,"7-day click or 1-day view",,,3,1,,0,3,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-01,2024-12-01
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-01,female,55-64,not_delivering,ad,"7-day click or 1-day view","Link clicks",2,100,1.04,0.3,0.6,104,5.76923077,2,0.3,1.92307692,2,1.92307692,0.3,1,,,,,,,,,,,LINK_CLICKS,2024-12-01,2024-12-01
"Dirty A/B testing","Brand + Product Group B",JPWPUnboxing_PQ_V1,JPWPUnboxing_PQ_V1,LINK_CLICKS,2024-12-01,female,45-54,not_delivering,ad,"7-day click or 1-day view",,,4,1,,0,4,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-01,2024-12-01
"Dirty A/B testing","Brand + Product Group B",JPWPUnboxing_PQ_V1,JPWPUnboxing_PQ_V1,LINK_CLICKS,2024-12-01,unknown,55-64,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0,1,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-01,2024-12-01
"Dirty A/B testing","Brand + Product Group B",JPWPUnboxing_PQ_V1,JPWPUnboxing_PQ_V1,LINK_CLICKS,2024-12-01,female,35-44,not_delivering,ad,"7-day click or 1-day view",,,2,1,,0,2,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-01,2024-12-01
"Dirty A/B testing","Brand + Product Group B",JPWPUnboxing_PQ_V1,JPWPUnboxing_PQ_V1,LINK_CLICKS,2024-12-01,male,65+,not_delivering,ad,"7-day click or 1-day view",,,3,1,,0.01,3,3.33333333,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-01,2024-12-01
"Dirty A/B testing","Brand + Product Group B",JPWPUnboxing_PQ_V1,JPWPUnboxing_PQ_V1,LINK_CLICKS,2024-12-01,male,25-34,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0,1,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-01,2024-12-01
"Dirty A/B testing","Brand + Product Group B",JPWPUnboxing_PQ_V1,JPWPUnboxing_PQ_V1,LINK_CLICKS,2024-12-01,male,55-64,not_delivering,ad,"7-day click or 1-day view",,,2,1.5,,0,3,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-01,2024-12-01
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-01,male,25-34,not_delivering,ad,"7-day click or 1-day view",,,2,1,,0,2,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-01,2024-12-01
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-01,unknown,65+,not_delivering,ad,"7-day click or 1-day view",,,3,1,,0.03,3,10,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-01,2024-12-01
"Dirty A/B testing","HumanCustumer Group B",AmitMyHome_PQ_V1,AmitMyHome_PQ_V1,LINK_CLICKS,2024-12-01,male,55-64,not_delivering,ad,"7-day click or 1-day view",,,5,1,,0.02,5,4,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-01,2024-12-01
