"Campaign name","Ad Set Name",Ads,"Ad name",Objective,Day,Gender,Age,"Delivery status","Delivery level","Attribution setting","Result type",Results,Reach,Frequency,"Cost per result","Amount spent (USD)",Impressions,"CPM (cost per 1,000 impressions)","Link clicks","CPC (cost per link click)","CTR (link click-through rate)","Clicks (all)","CTR (all)","CPC (all)","Landing page views","Content views","Website content views","Checkouts Initiated","Website checkouts initiated","Adds of payment info","Website adds of payment info","Purchase ROAS (return on ad spend)","Website purchase ROAS (return on ad spend)",Purchases,"Website purchases",Objective,"Reporting starts","Reporting ends"
"Dirty A/B testing","HumanCustumer Group B",AmitJPWStudio_PQ_V1,AmitJPWStudio_PQ_V1,LINK_CLICKS,2024-12-03,unknown,55-64,not_delivering,ad,"7-day click or 1-day view","Link clicks",1,3,1,0.11,0.11,3,36.66666667,1,0.11,33.33333333,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-03,female,18-24,not_delivering,ad,"7-day click or 1-day view",,,1,2,,0,2,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group B",AmitMyHome_PQ_V1,AmitMyHome_PQ_V1,LINK_CLICKS,2024-12-03,male,55-64,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0,1,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-03,unknown,35-44,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0.01,1,10,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group B",AmitMyHome_PQ_V1,AmitMyHome_PQ_V1,LINK_CLICKS,2024-12-03,female,45-54,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0,1,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group B",AmitJPWStudio_PQ_V1,AmitJPWStudio_PQ_V1,LINK_CLICKS,2024-12-03,female,65+,not_delivering,ad,"7-day click or 1-day view","Link clicks",52,618,1.04045307,0.21423077,11.14,643,17.32503888,52,0.21423077,8.08709176,64,9.9533437,0.1740625,51,18,18,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group B",AmitOpinion_PQ_V1,AmitOpinion_PQ_V1,LINK_CLICKS,2024-12-03,male,65+,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0,1,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group A",AmitHomeTreeOfLife_PQ_V1,AmitHomeTreeOfLife_PQ_V1,LINK_CLICKS,2024-12-03,male,65+,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0.01,1,10,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group A",AmitHomeTreeOfLife_PQ_V1,AmitHomeTreeOfLife_PQ_V1,LINK_CLICKS,2024-12-03,unknown,65+,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0.01,1,10,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group A",AmitHomeTreeOfLife_PQ_V1,AmitHomeTreeOfLife_PQ_V1,LINK_CLICKS,2024-12-03,female,45-54,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0.01,1,10,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group A",AmitHomeTreeOfLife_PQ_V1,AmitHomeTreeOfLife_PQ_V1,LINK_CLICKS,2024-12-03,male,55-64,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0.02,1,20,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group A",AmitHomeTreeOfLife_PQ_V1,AmitHomeTreeOfLife_PQ_V1,LINK_CLICKS,2024-12-03,female,65+,not_delivering,ad,"7-day click or 1-day view","Link clicks",2,28,1.03571429,0.14,0.28,29,9.65517241,2,0.14,6.89655172,1,3.44827586,0.28,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group A",AmitHomeTreeOfLife_PQ_V1,AmitHomeTreeOfLife_PQ_V1,LINK_CLICKS,2024-12-03,female,55-64,not_delivering,ad,"7-day click or 1-day view","Link clicks",3,7,1,0.03333333,0.1,7,14.28571429,3,0.03333333,42.85714286,3,42.85714286,0.03333333,2,1,1,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group B",AmitMyHome_PQ_V1,AmitMyHome_PQ_V1,LINK_CLICKS,2024-12-03,female,25-34,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0.01,1,10,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-03,unknown,25-34,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0,1,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group B",AmitMyHome_PQ_V1,AmitMyHome_PQ_V1,LINK_CLICKS,2024-12-03,male,45-54,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0,1,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group B",AmitMyHome_PQ_V1,AmitMyHome_PQ_V1,LINK_CLICKS,2024-12-03,male,65+,not_delivering,ad,"7-day click or 1-day view",,,2,1,,0,2,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group B",AmitMyHome_PQ_V1,AmitMyHome_PQ_V1,LINK_CLICKS,2024-12-03,male,35-44,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0,1,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group B",AmitMyHome_PQ_V1,AmitMyHome_PQ_V1,LINK_CLICKS,2024-12-03,female,65+,not_delivering,ad,"7-day click or 1-day view",,,20,1.05,,0.25,21,11.9047619,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group B",AmitMyHome_PQ_V1,AmitMyHome_PQ_V1,LINK_CLICKS,2024-12-03,female,35-44,not_delivering,ad,"7-day click or 1-day view",,,2,1.5,,0.01,3,3.33333333,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group B",AmitMyHome_PQ_V1,AmitMyHome_PQ_V1,LINK_CLICKS,2024-12-03,female,55-64,not_delivering,ad,"7-day click or 1-day view","Link clicks",4,9,1,0.0125,0.05,9,5.55555556,4,0.0125,44.44444444,0,0,,4,4,4,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group B",JPWPoliWomanBack_PQ_V1,JPWPoliWomanBack_PQ_V1,LINK_CLICKS,2024-12-03,male,55-64,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0,1,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group B",JPWPoliWomanBack_PQ_V1,JPWPoliWomanBack_PQ_V1,LINK_CLICKS,2024-12-03,female,55-64,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0,1,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group B",JPWPoliWomanBack_PQ_V1,JPWPoliWomanBack_PQ_V1,LINK_CLICKS,2024-12-03,female,65+,not_delivering,ad,"7-day click or 1-day view",,,3,1,,0.02,3,6.66666667,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group B",AmitJPWStudio_PQ_V1,AmitJPWStudio_PQ_V1,LINK_CLICKS,2024-12-03,unknown,65+,not_delivering,ad,"7-day click or 1-day view","Link clicks",1,7,1,0.1,0.1,7,14.28571429,1,0.1,14.28571429,2,28.57142857,0.05,1,1,1,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A","JPWMainBrandingHard_PQ_V1 - Copy","JPWMainBrandingHard_PQ_V1 - Copy",LINK_CLICKS,2024-12-03,male,65+,not_delivering,ad,"7-day click or 1-day view",,,2,1,,0.01,2,5,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group B",AmitJPWStudio_PQ_V1,AmitJPWStudio_PQ_V1,LINK_CLICKS,2024-12-03,female,55-64,not_delivering,ad,"7-day click or 1-day view","Link clicks",15,271,1.03321033,0.28333333,4.25,280,15.17857143,15,0.28333333,5.35714286,20,7.14285714,0.2125,14,7,7,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",BanersFartoClose,BanersFartoClose,LINK_CLICKS,2024-12-03,unknown,65+,not_delivering,ad,"7-day click or 1-day view",,,6,1,,0.01,6,1.66666667,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group A",AmitHomeMini_PQ_V1,AmitHomeMini_PQ_V1,LINK_CLICKS,2024-12-03,female,65+,not_delivering,ad,"7-day click or 1-day view",,,7,1,,0.09,7,12.85714286,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group A",AmitHomeMini_PQ_V1,AmitHomeMini_PQ_V1,LINK_CLICKS,2024-12-03,female,55-64,not_delivering,ad,"7-day click or 1-day view",,,2,1,,0,2,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",BanersFartoClose,BanersFartoClose,LINK_CLICKS,2024-12-03,unknown,35-44,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0,1,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",BanersFartoClose,BanersFartoClose,LINK_CLICKS,2024-12-03,unknown,45-54,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0.01,1,10,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",BanersFartoClose,BanersFartoClose,LINK_CLICKS,2024-12-03,unknown,55-64,not_delivering,ad,"7-day click or 1-day view",,,3,1,,0.01,3,3.33333333,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",BanersFartoClose,BanersFartoClose,LINK_CLICKS,2024-12-03,female,25-34,not_delivering,ad,"7-day click or 1-day view",,,5,1,,0,5,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",BanersFartoClose,BanersFartoClose,LINK_CLICKS,2024-12-03,male,25-34,not_delivering,ad,"7-day click or 1-day view",,,3,1.33333333,,0.01,4,2.5,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",BanersFartoClose,BanersFartoClose,LINK_CLICKS,2024-12-03,female,45-54,not_delivering,ad,"7-day click or 1-day view",,,58,1.12068966,,0.17,65,2.61538462,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",BanersFartoClose,BanersFartoClose,LINK_CLICKS,2024-12-03,female,35-44,not_delivering,ad,"7-day click or 1-day view",,,16,1.0625,,0.01,17,0.58823529,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group A",AmitHomeMini_PQ_V1,AmitHomeMini_PQ_V1,LINK_CLICKS,2024-12-03,female,45-54,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0.01,1,10,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",BanersFartoClose,BanersFartoClose,LINK_CLICKS,2024-12-03,male,45-54,not_delivering,ad,"7-day click or 1-day view",,,4,1,,0,4,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",BanersFartoClose,BanersFartoClose,LINK_CLICKS,2024-12-03,male,35-44,not_delivering,ad,"7-day click or 1-day view",,,5,1,,0.01,5,2,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",BanersFartoClose,BanersFartoClose,LINK_CLICKS,2024-12-03,male,55-64,not_delivering,ad,"7-day click or 1-day view","Link clicks",1,21,1,0.06,0.06,21,2.85714286,1,0.06,4.76190476,1,4.76190476,0.06,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",BanersFartoClose,BanersFartoClose,LINK_CLICKS,2024-12-03,male,65+,not_delivering,ad,"7-day click or 1-day view","Link clicks",3,41,1.12195122,0.13333333,0.4,46,8.69565217,3,0.13333333,6.52173913,3,6.52173913,0.13333333,4,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",BanersFartoClose,BanersFartoClose,LINK_CLICKS,2024-12-03,female,65+,not_delivering,ad,"7-day click or 1-day view","Link clicks",12,312,1.07371795,0.23083333,2.77,335,8.26865672,12,0.23083333,3.58208955,11,3.28358209,0.25181818,10,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group B",AmitJPWStudio_PQ_V1,AmitJPWStudio_PQ_V1,LINK_CLICKS,2024-12-03,female,45-54,not_delivering,ad,"7-day click or 1-day view","Link clicks",6,46,1.02173913,0.11333333,0.68,47,14.46808511,6,0.11333333,12.76595745,7,14.89361702,0.09714286,5,2,2,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group A",AmitHomeRealLife_PQ_V1,AmitHomeRealLife_PQ_V1,LINK_CLICKS,2024-12-03,male,65+,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0,1,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group A",AmitHomeRealLife_PQ_V1,AmitHomeRealLife_PQ_V1,LINK_CLICKS,2024-12-03,male,55-64,not_delivering,ad,"7-day click or 1-day view",,,2,1,,0.01,2,5,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group A",AmitHomeRealLife_PQ_V1,AmitHomeRealLife_PQ_V1,LINK_CLICKS,2024-12-03,female,65+,not_delivering,ad,"7-day click or 1-day view",,,6,1,,0.04,6,6.66666667,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group A",AmitHomeMini_PQ_V1,AmitHomeMini_PQ_V1,LINK_CLICKS,2024-12-03,male,55-64,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0,1,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",BanersFartoClose,BanersFartoClose,LINK_CLICKS,2024-12-03,female,55-64,not_delivering,ad,"7-day click or 1-day view","Link clicks",5,152,1.07894737,0.166,0.83,164,5.06097561,5,0.166,3.04878049,5,3.04878049,0.166,5,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A","JPWMiniHandsHome_PQ _V1","JPWMiniHandsHome_PQ _V1",LINK_CLICKS,2024-12-03,male,65+,not_delivering,ad,"7-day click or 1-day view",,,3,1,,0.02,3,6.66666667,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",JPWABRanChill_PQ_V1,JPWABRanChill_PQ_V1,LINK_CLICKS,2024-12-03,male,45-54,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0.01,1,10,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A","JPWMiniHandsHome_PQ _V1","JPWMiniHandsHome_PQ _V1",LINK_CLICKS,2024-12-03,female,65+,not_delivering,ad,"7-day click or 1-day view",,,3,1,,0.03,3,10,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group B",AmitJPWStudio_PQ_V1,AmitJPWStudio_PQ_V1,LINK_CLICKS,2024-12-03,female,35-44,not_delivering,ad,"7-day click or 1-day view","Link clicks",2,17,1,0.085,0.17,17,10,2,0.085,11.76470588,2,11.76470588,0.085,2,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group B",AmitJPWStudio_PQ_V1,AmitJPWStudio_PQ_V1,LINK_CLICKS,2024-12-03,male,65+,not_delivering,ad,"7-day click or 1-day view","Link clicks",5,57,1.0877193,0.212,1.06,62,17.09677419,5,0.212,8.06451613,6,9.67741935,0.17666667,5,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A","JPWMainBrandingHard_PQ_V1 - Copy","JPWMainBrandingHard_PQ_V1 - Copy",LINK_CLICKS,2024-12-03,female,55-64,not_delivering,ad,"7-day click or 1-day view",,,2,1,,0,2,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A","JPWMainBrandingHard_PQ_V1 - Copy","JPWMainBrandingHard_PQ_V1 - Copy",LINK_CLICKS,2024-12-03,female,45-54,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0.02,1,20,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A","JPWMainBrandingHard_PQ_V1 - Copy","JPWMainBrandingHard_PQ_V1 - Copy",LINK_CLICKS,2024-12-03,female,65+,not_delivering,ad,"7-day click or 1-day view","Link clicks",1,1,1,0.02,0.02,1,20,1,0.02,100,1,100,0.02,1,1,1,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",JPWABRanChill_PQ_V1,JPWABRanChill_PQ_V1,LINK_CLICKS,2024-12-03,male,35-44,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0,1,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",JPWABRanChill_PQ_V1,JPWABRanChill_PQ_V1,LINK_CLICKS,2024-12-03,female,35-44,not_delivering,ad,"7-day click or 1-day view",,,6,1,,0.03,6,5,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","HumanCustumer Group B",AmitJPWStudio_PQ_V1,AmitJPWStudio_PQ_V1,LINK_CLICKS,2024-12-03,male,55-64,not_delivering,ad,"7-day click or 1-day view","Link clicks",3,30,1,0.17333333,0.52,30,17.33333333,3,0.17333333,10,4,13.33333333,0.13,2,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",JPWABRanChill_PQ_V1,JPWABRanChill_PQ_V1,LINK_CLICKS,2024-12-03,female,25-34,not_delivering,ad,"7-day click or 1-day view",,,2,1,,0.01,2,5,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",JPWABRanChill_PQ_V1,JPWABRanChill_PQ_V1,LINK_CLICKS,2024-12-03,unknown,55-64,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0,1,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",JPWABRanChill_PQ_V1,JPWABRanChill_PQ_V1,LINK_CLICKS,2024-12-03,male,65+,not_delivering,ad,"7-day click or 1-day view",,,12,1.16666667,,0.16,14,11.42857143,,,,2,14.28571429,0.08,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",JPWABRanChill_PQ_V1,JPWABRanChill_PQ_V1,LINK_CLICKS,2024-12-03,female,65+,not_delivering,ad,"7-day click or 1-day view","Link clicks",7,160,1.05,0.37,2.59,168,15.41666667,7,0.37,4.16666667,8,4.76190476,0.32375,6,2,2,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",JPWABRanChill_PQ_V1,JPWABRanChill_PQ_V1,LINK_CLICKS,2024-12-03,male,55-64,not_delivering,ad,"7-day click or 1-day view","Link clicks",1,5,1.4,0.07,0.07,7,10,1,0.07,14.28571429,1,14.28571429,0.07,1,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",JPWABRanChill_PQ_V1,JPWABRanChill_PQ_V1,LINK_CLICKS,2024-12-03,unknown,65+,not_delivering,ad,"7-day click or 1-day view","Link clicks",1,1,1,0.01,0.01,1,10,1,0.01,100,1,100,0.01,1,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A","JPWMiniHandsHome_PQ _V1","JPWMiniHandsHome_PQ _V1",LINK_CLICKS,2024-12-03,unknown,65+,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0,1,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",JPWABRanChill_PQ_V1,JPWABRanChill_PQ_V1,LINK_CLICKS,2024-12-03,female,55-64,not_delivering,ad,"7-day click or 1-day view","Link clicks",1,60,1.05,0.64,0.64,63,10.15873016,1,0.64,1.58730159,2,3.17460317,0.32,1,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A","JPWMiniHandsHome_PQ _V1","JPWMiniHandsHome_PQ _V1",LINK_CLICKS,2024-12-03,female,18-24,not_delivering,ad,"7-day click or 1-day view",,,1,1,,0.01,1,10,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",JPWABRanChill_PQ_V1,JPWABRanChill_PQ_V1,LINK_CLICKS,2024-12-03,female,45-54,not_delivering,ad,"7-day click or 1-day view",,,11,1,,0.13,11,11.81818182,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-03,2024-12-03
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-02,male,35-44,not_delivering,ad,"7-day click or 1-day view",,,10,1.5,,0.01,15,0.66666667,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-02,unknown,35-44,not_delivering,ad,"7-day click or 1-day view",,,2,1,,0,2,0,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-02,unknown,55-64,not_delivering,ad,"7-day click or 1-day view",,,7,1.14285714,,0.05,8,6.25,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-02,male,45-54,not_delivering,ad,"7-day click or 1-day view",,,18,1.05555556,,0.07,19,3.68421053,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-02,female,25-34,not_delivering,ad,"7-day click or 1-day view",,,12,1,,0.03,12,2.5,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-02,male,25-34,not_delivering,ad,"7-day click or 1-day view",,,6,1,,0.01,6,1.66666667,,,,0,0,,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-02,unknown,65+,not_delivering,ad,"7-day click or 1-day view","Link clicks",1,15,1,0.09,0.09,15,6,1,0.09,6.66666667,1,6.66666667,0.09,,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-02,female,35-44,not_delivering,ad,"7-day click or 1-day view","Link clicks",1,46,1.06521739,0.08,0.08,49,1.63265306,1,0.08,2.04081633,1,2.04081633,0.08,1,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-02,female,65+,not_delivering,ad,"7-day click or 1-day view","Link clicks",32,941,1.1466525,0.28125,9,1079,8.34105653,32,0.28125,2.96570899,31,2.87303058,0.29032258,24,2,2,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-02,male,55-64,not_delivering,ad,"7-day click or 1-day view","Link clicks",1,51,1.1372549,0.28,0.28,58,4.82758621,1,0.28,1.72413793,1,1.72413793,0.28,1,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-02,male,65+,not_delivering,ad,"7-day click or 1-day view","Link clicks",2,97,1.07216495,0.31,0.62,104,5.96153846,2,0.31,1.92307692,2,1.92307692,0.31,1,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-02,female,55-64,not_delivering,ad,"7-day click or 1-day view","Link clicks",4,403,1.09677419,0.4825,1.93,442,4.36651584,4,0.4825,0.90497738,4,0.90497738,0.4825,2,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
"Dirty A/B testing","Brand + Product Group A",BanersAClosetoFar,BanersAClosetoFar,LINK_CLICKS,2024-12-02,female,45-54,not_delivering,ad,"7-day click or 1-day view","Link clicks",1,119,1.04201681,0.57,0.57,124,4.59677419,1,0.57,0.80645161,1,0.80645161,0.57,1,,,,,,,,,,,LINK_CLICKS,2024-12-02,2024-12-02
